,Title,Author,Citation,Issue,Type ,Description,Year
1481,RDA: What Does it Have to Do with Me: Techies Help Clarify RDA to the Rest of the Library World,"Cassidy, Joni Lynn;Milhorat, Jill Yael",16 AALL Spectrum 24 (2011-2012),Issue 2,article,,2011
1483,It's All in How You Say It,"Estes, Mark",16 AALL Spectrum 1 (2011-2012),Issue 2,comments,From the Editor,2011
1485,"2011 Legislative Year in Review, and Why We Need You","Feltren, Emily",16 AALL Spectrum 4 (2011-2012),Issue 2,notes,Washington Brief,2011
1486,"Public Relations: A Day in the Life 2010, A","Carter, George",16 AALL Spectrum 6 (2011-2012),Issue 2,notes,,2011
1487,Discovery Layers in Law Libraries: A Progress Report on How Our Institutions are Implementing This New Technology,"Craigle, Valeri",16 AALL Spectrum 7 (2011-2012),Issue 2,article,,2011
1488,Partnering with ALA to Raise the Profile of Law Librarians,"Kaczorowski, Monice M.",16 AALL Spectrum 10 (2011-2012),Issue 2,article,,2011
1489,Splitting Hairs: What Subtle Distinctions Teach Us about Authority,"Keele, Benjamin J.",16 AALL Spectrum 14 (2011-2012),Issue 2,article,,2011
1490,Did You Know AALLNET Has a Great New Design and Endless Content,"Duggan, James E.",16 AALL Spectrum 1 (2011-2012),Issue 2,notes,Members' Briefing,2011
1491,Library on a Credenza,"Miles, Kevin",16 AALL Spectrum 17 (2011-2012),Issue 2,article,,2011
1492,YOLO: The Year of Learning Organization,"Courtney, Kyle K.",16 AALL Spectrum 20 (2011-2012),Issue 2,article,,2011
1493,Macs-imizing Cataloging: A Two-Week Experiment Cataloging on a Mac instead of a PC,"Wambold, Sally",16 AALL Spectrum 23 (2011-2012),Issue 2,article,,2011
1494,"New Normal Library Space, The","Rieger, Lucy",16 AALL Spectrum 24 (2011-2012),Issue 2,article,,2011
1496,Bookends,"Estes, Mark",16 AALL Spectrum 1 (2011-2012),Issue 4,comments,From the Editor,2011
1498,"What is the Value of Associations, or is It Safe to Row Alone","Kirk, Darcy",16 AALL Spectrum 4 (2011-2012),Issue 4,comments,From the President,2011
1500,Looking Ahead to 2012,"Feltren, Emily",16 AALL Spectrum 7 (2011-2012),Issue 4,notes,Washington Brief,2011
1501,From the Desk to the Bench: Skills I Use as a Judge That I Learned as a Law Librarian,"Thomas, Marsha C.",16 AALL Spectrum 8 (2011-2012),Issue 4,article,,2011
1502,Teaching Smartly: A Law Library's Experiences Using SMART Technologies,"Guyer, Cindy",16 AALL Spectrum 11 (2011-2012),Issue 4,article,,2011
1503,"Business of the Law Firm Library: The Value of a Law Firm Library's Manager and Staff, The","Gediman, Mark",16 AALL Spectrum 13 (2011-2012),Issue 4,article,,2011
1505,Assisting Faculty with Publishing: How Libraries Can Assist Faculty throughout the Publication Process,"Cosby, Michelle",16 AALL Spectrum 15 (2011-2012),Issue 4,article,,2011
1506,Information and Knowledge: An Inquiry - The Distinction between Information and Knowledge and How It Helps Define Our Roles,"McNeely, Christopher",16 AALL Spectrum 16 (2011-2012),Issue 4,article,,2011
1507,"Law Library as Place: What is the Law Firm Equivalent of Gaming Night in the Library, The","Wiseman, Megan",16 AALL Spectrum 18 (2011-2012),Issue 4,article,,2011
1509,Green Library Projects Underway,"Selden, David",16 AALL Spectrum 26 (2011-2012),Issue 4,notes,The Sustainable Law Librarian,2011
1510,Free Soap,"Estes, Mark",16 AALL Spectrum 1 (2011-2012),Issue 5,comments,From the Editor,2011
1512,Connections with our International Colleagues,"Kirk, Darcy",16 AALL Spectrum 4 (2011-2012),Issue 5,comments,From the President,2011
1513,"Results Are in: First Session of the 112th Congress Adjourns, The","Feltren, Emily",16 AALL Spectrum 5 (2011-2012),Issue 5,notes,Washington Brief,2011
1514,Get In on the Action: How Embedded Law Librarians Can Instill Change and Improvement in their Libaries,"Friend, Shawn",16 AALL Spectrum 6 (2011-2012),Issue 5,article,,2011
1515,You Say You Want an E-Revolution: Helping Our Patrons Benefit from Developments in Personal Technology,"Steenken, Beau",16 AALL Spectrum 8 (2011-2012),Issue 5,article,,2011
1516,Parallel Lines: A Job Shadow Program between Two Academic Law Libraries,"Scott, Patricia;Gregory, Gwen",16 AALL Spectrum 11 (2011-2012),Issue 5,article,,2011
1517,Reaching Out and Meeting: The Student Outreach Team at Harvard Law School Library,"Taoultsides, George;Kribble, Meg",16 AALL Spectrum 12 (2011-2012),Issue 5,article,,2011
1518,Legal Project Management for Law Librarians: Are You on Board,"Tjaden, Ted",16 AALL Spectrum 14 (2011-2012),Issue 5,article,,2011
1519,Making the Most of LibGuides in Law Libraries: How can Law Libraries Leverage LibGuides,"Cofield, Maleniae;Solon, Kasia",16 AALL Spectrum 17 (2011-2012),Issue 5,article,,2011
1520,Organizational Tips for Law Librarians: Guidance for Maintaining an Organized Work Space,"Anders, Kelly Lynn",16 AALL Spectrum 19 (2011-2012),Issue 5,article,,2011
1521,Making a Connection: Linking Locations through Video Conferencing,"Heath, Annette",16 AALL Spectrum 22 (2011-2012),Issue 5,article,,2011
1522,Effectiveness,"Estes, Mark",16 AALL Spectrum 1 (2011-2012),Issue 6,comments,From the Editor,2011
1524,Taxpayers Have a Right to Access the Results of Publicly Funded Research,"Feltren, Emily",16 AALL Spectrum 4 (2011-2012),Issue 6,notes,Washington Brief,2011
1525,"Signs They are a-Changin': Is It Time to Give Your Library's Signage a Makeover, The","Serfass, Melissa",16 AALL Spectrum 5 (2011-2012),Issue 6,article,Public Relations,2011
1526,Changed (Not Lost) in Translation,"Simoni, Christopher;Xichen, Zheo",16 AALL Spectrum 8 (2011-2012),Issue 6,article,,2011
1527,Will an Institutional Repository Hurt my SSRN Ranking: Calming the Faculty Fear,"Donovan, James M.;Watson, Carol A.",16 AALL Spectrum 12 (2011-2012),Issue 6,article,,2011
1528,Mission: Possible AALL Representatives Forge Active Connections with Partner Organizations,"Holterhoff, Sally",16 AALL Spectrum 1 (2011-2012),Issue 6,notes,Members Briefing,2011
1529,Retirements in the Age of Economic Uncertainty: Are the Senior Librarians All Right,"Zook, Genevieve",16 AALL Spectrum 14 (2011-2012),Issue 6,article,,2011
1530,Cha-Cha-Changes: An Interview with Greg Castanias,"Will, Linda",16 AALL Spectrum 17 (2011-2012),Issue 6,article,,2011
1531,Boston: A City by Any Other Name: The City's Many Amenities Await Annual Meetings Attendees,"Katz, Janet C.;Splina, Carli",16 AALL Spectrum 20 (2011-2012),Issue 6,article,,2011
1532,Rewarding Student Research: Cornell University Law Library Debuts a Student Research Contest,"Callihan, Jean M.",16 AALL Spectrum 23 (2011-2012),Issue 6,article,,2011
1534,Proper Technique,"Estes, Mark",16 AALL Spectrum 1 (2011-2012),Issue 7,comments,From the Editor,2011
1536,Rowing Down the River One Meter (Or Should I Say Mentor) at a Time,"Kirk, Darcy",16 AALL Spectrum 4 (2011-2012),Issue 7,comments,From the President,2011
1537,Promoting UELMA in Your State,"Feltren, Emily",16 AALL Spectrum 5 (2011-2012),Issue 7,notes,Washington Brief,2011
1539,Public Relations: Dancing with Digital Natives: A Great Resource for Understanding Those Who Have Grown up with Digital Technology,"Cheatham, Cheryl ",16 AALL Spectrum 8 (2011-2012),Issue 7,article,,2011
1540,12th Annual Architecture Series,"Estes, Mark E.",16 AALL Spectrum 11 (2011-2012),Issue 7,article,,2011
1541,"Renew, Reuse, Renovate - Transforming the Main Reading Room in FSU College of Law's Research Center on a Budget","Farrell, Elizabeth",16 AALL Spectrum 12 (2011-2012),Issue 7,article,,2011
1542,Let There Be Light: Bryan Cave HRO Debuts its Redesigned Library Space,"Elisha, Matthew R.",16 AALL Spectrum 14 (2011-2012),Issue 7,article,,2011
1543,"Study in Light and Nature: University of the Pacific McGeorge School of Law's New Legal Studies Center Unites its Law Community, A","Daniels, Bethany",16 AALL Spectrum 16 (2011-2012),Issue 7,article,,2011
1545,Working with Nontraditional Information Vendors,"Sayward, Jacob",16 AALL Spectrum 7 (2011-2012),Issue 7,notes,,2011
1546,"Sense of Place: The New U.S. Federal Courthouse in Jackson Traverses the Past and Keeps Pace with the Future, A","Tominello, Rosemarie",16 AALL Spectrum 19 (2011-2012),Issue 7,notes,,2011
1547,Careful Planning Pays Off: Growing Services and Space at the Thomas M. Cooley Law School Auburn Hills Campus Library,"Levenson, Helen N.",16 AALL Spectrum 22 (2011-2012),Issue 7,article,,2011
1548,"Long, Long Road, A","Castleberry, Crata;Fessenden, Ann",16 AALL Spectrum 24 (2011-2012),Issue 7,article,,2011
1549,Negotiating a 3-Peat: How I'm Making My Way to AALL Annual Meeting Three Years in a Row,"Norton, Crystal Sherman",16 AALL Spectrum 26 (2011-2012),Issue 7,article,,2011
1550,"Welcome the Neighborhood(s): Boston Offers a Plethora of Dining, Shopping, and Entertainment Options","Katz, Janet;Kribble, Meg;Spina, Carli",16 AALL Spectrum 27 (2011-2012),Issue 7,article,,2011
1551,Implementing an ERM System: A Practical Guide to Implementing an Electronic Resource Management System in Your Law Firm,"Bouthilet, Nancy Scibelli",16 AALL Spectrum 30 (2011-2012),Issue 7,article,,2011
1552,"Reference Desk, The","Catterall, Susan",16 AALL Spectrum 33 (2011-2012),Issue 7,notes,The Reference Desk,2011
1553,AALL Meeting in Boston: An Environmentally Conscious Plan,"Selden, David",16 AALL Spectrum 34 (2011-2012),Issue 7,notes,The Sustainable Law Librarian,2011
1554,Adjusting Attitudes,"Estes, Mark E.",16 AALL Spectrum 1 (2011-2012),Issue 8,comments,From the Editor,2011
1556,"End of the Row but Not the End of the River, The","Kirk, Darcy",16 AALL Spectrum 4 (2011-2012),Issue 8,comments,From the President,2011
1557,See You in Boston,"Feltren, Emily",16 AALL Spectrum 6 (2011-2012),Issue 8,notes,Washington Brief,2011
1558,Public Relations: Student Advisory Councils: Honing Your Outreach Efforts by Focusing on Your Audience,"Schander, Deborah",16 AALL Spectrum 7 (2011-2012),Issue 8,article,,2011
1559,Technology and Tradition: Managing Technology Requests Using Basic Library Science Techniques,"Smith, Jill A.",16 AALL Spectrum 11 (2011-2012),Issue 8,article,,2011
1560,Taking and Returning from a Leave of Absence: Tools and Tricks to Ease the Way,"Butler, Margaret",16 AALL Spectrum 13 (2011-2012),Issue 8,article,,2011
1561,"Entering the Hall of Fame: AALL Honors Bintliff, Chiorazzi, Hein, and Surrency for Professional Leadership","Maes, Margaret K.",16 AALL Spectrum 16 (2011-2012),Issue 8,article,,2011
1562,Experimenting with Embedding: A Law School Library Embeds  Librarians in Clinics and Seminars,"Kolonay, Brittany;Mathapo, Gail",16 AALL Spectrum 18 (2011-2012),Issue 8,article,,2011
1563,"2011 World Business Forum from 30,000 Feet: Why Law Librarians Should Make Business their Business, The","Riccio, Holly M.",16 AALL Spectrum 21 (2011-2012),Issue 8,article,,2011
1564,"Law Firm Consultant: The Process, the Players, and Obtaining the Most Favorable Results, The","Stivers, Robert S.",16 AALL Spectrum 24 (2011-2012),Issue 8,article,,2011
1565,Highest Honor: Nancy Johnson and Terry Martin are Honored with the 2012 Marian Gould Gallagher Award,"Maes, Margaret K.",16 AALL Spectrum 26 (2011-2012),Issue 8,article,,2011
1567,Annual Meeting Musings,"Estes, Mark E.",16 AALL Spectrum 1 (2011-2012),Issue 9,comments,From the Editor,2011
1569,Spring Executive Board Meeting,"Rusin, Deborah",16 AALL Spectrum 4 (2011-2012),Issue 9,comments,From the Secretary,2011
1570,Congratulations to the 2012 Winners of the PAGI and Oakley Advocacy Awards,"Feltren, Emily",16 AALL Spectrum 6 (2011-2012),Issue 9,notes,Washington Brief,2011
1571,Public Relations: Marketing Through the Ordinary...and the Extraordinary: How to Create a Buzz about your Library,"Aggerbeck, Valerie R.",16 AALL Spectrum 9 (2011-2012),Issue 9,article,,2011
1572,Deals and Dispute Resolution: Teaching Research Skills in a Short-Term Simulation Class,"Westwood, Karen",16 AALL Spectrum 12 (2011-2012),Issue 9,article,,2011
1573,Defensive Promotion: Twenty No-Cost Ways to Promote your Library and Defend your Budget,"Ottolenghi, Carol",16 AALL Spectrum 16 (2011-2012),Issue 9,article,,2011
1574,"Almost, but Not Quite, Entirely Unlike Libraries: Academic Law Librarians Enter the World of Archives","Etheredge, Stacy",16 AALL Spectrum 18 (2011-2012),Issue 9,article,,2011
1575,Did You Know...What the Executive Board Does,"Kirk, Darcy",16 AALL Spectrum 1 (2011-2012),Issue 9,notes,Members' Briefing,2011
1576,Please Consider the Environment before Printing this Email: Is Digital Really Better for the Environment,"Marcum, Emily",16 AALL Spectrum 21 (2011-2012),Issue 9,article,,2011
1577,Seattle 2013: Help us Plan a Dynamic Educational Experience for the 2013 AALL Annual Meeting,"Pabarja, Julie",16 AALL Spectrum 24 (2011-2012),Issue 9,article,,2011
1578,Shedding Light on CI/BD Research in Law Firms,"Morrow, Trina I.;Donovan, Annemarie",16 AALL Spectrum 26 (2011-2012),Issue 9,notes,Survey Says,2011
1581,"Creativity: A Group Activity, Coming from Many Participants","Estes, Mark E.",17 AALL Spectrum 1 (2012-2013),Issue 1,comments,From the Editor,2012
1583,Rethinking Our Value: The Year Ahead,"Wenger, Jean M.",17 AALL Spectrum 4 (2012-2013),Issue 1,comments,From the President,2012
1584,Report from the July 2012 Board Meeting and Business Meeting,"Rusin, Deborah",17 AALL Spectrum 6 (2012-2013),Issue 1,comments,From the Secretary,2012
1585,"2012 Advocacy Training, Policy Programs Help Members Become Effective Advocates at a Crucial Time","Feltren, Emily",17 AALL Spectrum 8 (2012-2013),Issue 1,notes,Washington Brief,2012
1586,Law Librarians Make a Difference with the Solar Heater Project,"Selden, David",17 AALL Spectrum 10 (2012-2013),Issue 1,notes,The Sustainable Law Librarian,2012
1587,Inspiring Excellence - The Winners of the AALL Excellence in Marketing Awards,"Friend, Shawn",17 AALL Spectrum 12 (2012-2013),Issue 1,article,,2012
1588,Rare Books & Technology - Collaborating within the Library,"Davis, Laurel E.;Kozikowski, Chester",17 AALL Spectrum 14 (2012-2013),Issue 1,article,,2012
1589,State Attorneys General and Their Law Librarians,"Mackler, Mark;Chagat, Jonathan N.",17 AALL Spectrum 17 (2012-2013),Issue 1,article,,2012
1590,"Competitive Advantage, The","Ball, Stephanie J.",17 AALL Spectrum 20 (2012-2013),Issue 1,article,,2012
1591,"Recipe for Success, A","Bennett, Donna",17 AALL Spectrum 23 (2012-2013),Issue 1,article,,2012
1592,Organizing County Legal Information in Wisconsin - Creating and Maintaining a Legal Resources Database,"Hassler, Carol",17 AALL Spectrum 24 (2012-2013),Issue 1,article,,2012
1593,"Librarians, Legal Research, and Classroom iPads - A Winning Combination","Matamoros, Alex Berrio;Neary, Mary Ann",17 AALL Spectrum 27 (2012-2013),Issue 1,article,,2012
1594,"Rural Reality - Rural Librarians Deserve and Need Your Attention, The","Christman, Vanessa",17 AALL Spectrum 30 (2012-2013),Issue 1,article,,2012
1595,Making IR Content Discoverable - Improving Institutional Repository Content Discovery through Your Local catalog and WorldCat,"Wang, Fang",17 AALL Spectrum 32 (2012-2013),Issue 1,article,,2012
1596,In Just 15 Minutes - The Law Library Association of Maryland's Innovative Conference,"Witman, Sara;Lazun, Mary Jo",17 AALL Spectrum 35 (2012-2013),Issue 1,article,,2012
1598,Perceptual Set,"Estes, Mark E.",17 AALL Spectrum 1 (2012-2013),Issue 2,comments,From the Editor,2012
1600,Value: What's Association Got to Do with It,"Wenger, Jean M.",17 AALL Spectrum 4 (2012-2013),Issue 2,comments,From the President,2012
1601,"Look at the Lame Duck, A","Feltron, Emily",17 AALL Spectrum 6 (2012-2013),Issue 2,notes,Washington Brief,2012
1602,Trending on Twitter: How Twitter Can Help #lawlibrarians,"Carter, George",17 AALL Spectrum 7 (2012-2013),Issue 2,article,Public Relations,2012
1603,Cliff Jumping - Working for a Non-ABA-Accredited Law School: Why the Reward Is Worth the Risk,"Marsh, Katherine;Gilbertson, Jordan",17 AALL Spectrum 9 (2012-2013),Issue 2,article,,2012
1604,"Law Library Service to the Jail - Experiences, Challenges, and Lessons from Providing Library Services to Inmates","Reppe, Liz",17 AALL Spectrum 11 (2012-2013),Issue 2,article,,2012
1605,Show Me (How to Get) the Money - Practical Advice for Managing the Grants and Scholarships Application Process,"Alexander, Andrea;Richardson, Ellen",17 AALL Spectrum 13 (2012-2013),Issue 2,article,,2012
1607,"Get up, Stand up - Law Librarians Reject Their Office Chairs' Cold Embrace","Vander Heijden, Mike",17 AALL Spectrum 17 (2012-2013),Issue 2,article,,2012
1608,"Simple Solution - Creating and Implementing a Library Policy for Patrons with Disabilities, A","Huffnagle, Stephanie A.",17 AALL Spectrum 19 (2012-2013),Issue 2,article,,2012
1609,Promoting Services and Celebrating Differences - Working Together to Provide Access to Legal Information and Justice,"Cheney, Mari;Galglish, Jennifer;Mecklem, Susan",17 AALL Spectrum 22 (2012-2013),Issue 2,article,,2012
1610,Enriching the Vocabulary of Law - New Legal Subject Headings,"Graham, Suzanne R.;Prager, George",17 AALL Spectrum 24 (2012-2013),Issue 2,article,,2012
1611,"Cognitive Disadvantages of E-Books - Although E-Books Have Many Pros, Don't Ignore the Cons","Marcum, Emily",17 AALL Spectrum 26 (2012-2013),Issue 2,article,,2012
1615,Lessons Learned from the 2011-2012 Legislative Session,"Feltren, Emily",17 AALL Spectrum 4 (2012-2013),Issue 3,comments,Washington Brief,2012
1616,"Day in the Life, A","Friend, Shawn",17 AALL Spectrum 5 (2012-2013),Issue 3,comments,Public Relations,2012
1617,"Dual Degree: A Requirement in Search of a Justification, The","Young, Stephen",17 AALL Spectrum 7 (2012-2013),Issue 3,article,,2012
1618,Hey - Employers - What is it that you Want - The Baffling Job Search of a Recent Graduate,"Daly, Patrick S.",17 AALL Spectrum 11 (2012-2013),Issue 3,article,,2012
1619,Librarians: Go and be Disorganized - A Blog Post got me Thinking about our Future,"Wiseman, Megan",17 AALL Spectrum 12 (2012-2013),Issue 3,article,,2012
1621,Why Does a Wiki Succeed or Fail - Using one Wiki's Failure to Understand why some Wikis Succeed,"Wambold, Sally",17 AALL Spectrum 15 (2012-2013),Issue 3,article,,2012
1622,Law Libraries Linking Data to Mobile Devices - Save Patrons'  Time and Stay Hip,"Russell, Anna;Spina, Carli",17 AALL Spectrum 16 (2012-2013),Issue 3,article,,2012
